FECHA_CORTE,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,VIA,DES_VIA,NUMERO,INTERIOR,OBS_DOMICILIO,ZONA,DES_ZONA,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,,TELEF1,TELEF2,TELEF3,TELEF4,,,E_MAIL,PAGINA_WEB,CLASE,TIPO_AGENCIA,DES_SERVICIO,MODALIDAD_AUTORIZADA,REP_LEGAL,NRO_CERTIFICADO,FECHA_EXPEDICION
20260515,20603440715,Oh Dondequiera S.R.L.,Halago Travel,BL.,Urb. Zaguan Del Cielo B-16,,B-16,,,,80101,CUSCO,CUSCO,CUSCO,974401609,,,,,,,halagotravel@gmail.com,,Operador Turismo,,,,-,-,
20260515,20601392381,Agencia De Viajes Y Turismo De Aventura Impala Tours,Impala Tours,JR.,Tarma,359,2DO PISO,,,,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,966000079,,,,,,,reservas@impalaperutours.com,www.impalaperutours.com,Operador Turismo,,,,De Madariaga Cordero Gustavo Angelo,-,
20260515,20604667373,Machupicchu Travelzone E.I.R.L.,Machupicchu Travelzone,PO.,Portal Confituria N° 241,241,,,,,80101,CUSCO,CUSCO,CUSCO,926596690,,,,,,,,www.machupicchutravelzone.com,Minorista,,,,Maria Del Carmen Duran Bobohorquez,-,
20260515,20602587101,Touching The Adventure Sac,Huillca Expedition,VIA,Q´¨Ello Qëllo Com. Pacchanta,,,,,,81210,CUSCO,QUISPICANCHI,OCONGATE,983003505,,,,,,,info@huillcaexpedition.com,www.huillcaexpedition.com,Operador Turismo,,,,Mario Hernan Huillca Chillihuani,-,
20260515,20609094754,Cusco Travel Agency E.I.R.L,Cusco Travel Agency E.I.R.L,VIA,Apv. Uvima Vii Magisterial S-6,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,966719040,,,,,,,info@cuscotravelagency.com,www.cuscotravelagency.com,Minorista,,,,David Sinti Gonzales,-,
20260515,20609292122,Tours Selva Central - Pichanaki E.I.R.L.,Selvática Perú,VIA,Aa.Vv. Playa Hermosa,,,,,,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,944271644,,,,,,,,www.mipichanaki.com,Operador Turismo,,,,Apolaya Gomez Percy Luis,-,
20260515,20601610991,Peruquadbike E.I.R.L.,Peruquadbike,CLLE,Cuesta Santa Ana 508,508,,,,,80101,CUSCO,CUSCO,CUSCO,984711181,,,,,,,peruquadbike1@gmail.com,www.peruquadbike.com,Operador Turismo,,,,Clotilde Tovar Figueroa,-,
20260515,20607734101,Paradise Vacation Club S.A.C.,Paradise Vacation Club S.A.C.,CLLE,Los Halcones,260,301,,,,150141,LIMA,LIMA,SURQUILLO,926918938,,,,,,,administracion@paradisevacation.pe,www.paradisevacation.pe,Minorista,,,,Julio Marino Solano Lopez,-,
20260515,20527985154,Sempa,Ruta Del Barroco Andino,CLLE,Garcilaso,,,,,,81202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,84796105,,,,,,,florcastillo35@hotmail.com,www.rutadelbarrocoandino.com,Operador Turismo,,,,Meritxell Oms Arias,-,
20260515,20601645875,Trapuki Tours,Trapuki Tours,CLLE,Carmen Alto 288,288,,,,,80101,CUSCO,CUSCO,CUSCO,984013449,,,,,,,,www.trapukitours.com,Operador Turismo,,,,Bernardo Guzman Gutierrez,-,
20260515,10441966682,"Rojas Huamani, Alexander",Tour Machupicchu Best,PO.,Portal Confituria N° 285-A,285,A,,,,80101,CUSCO,CUSCO,CUSCO,948188787,,,,,,,,,Minorista,,,,-,-,
20260515,20605069241,Just Enjoy Peru S.R.L.,Just Enjoy Peru,AV.,Av. Alfonso Ugarte N° 502  Urb. Zarzuela Alta,502,,,,,80103,CUSCO,CUSCO,POROY,963358623,,,,,,,info@justenjoyperu.com,www.justenjoyperu.com,Operador Turismo,,,,Miguel Angel Salas Perea,-,
20260515,20600331478,Inversiones Ilc E.I.R.L.,Ilc Touristic Service,CLLE,Gabriel Bejar,520,1,,,,150110,LIMA,LIMA,COMAS,959269589,,,,,,,touristicserviceilc@hotmail.com,www.touristicserviceilc.com,"Minorista, Operador Turismo",,,,Ronald Herman Lozano Caicedo,-,
20260515,20602714234,Turismo Saranquima Del Peru S.R.L,Turismo Saranquima Del Peru S.R.L,CLLE,San Agustin,104,,,,,40101,AREQUIPA,AREQUIPA,AREQUIPA,419069,,,,,,,saranquimatours@hotmail.com,www.saranquimatours.com,Operador Turismo,,,,Nataly Jacobo Jacabo,-,
20260515,20606199636,Grupo Hesal S.Ac.,Oriente Místico,JR.,Lamas,129,,,,,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,987696249,,,,,,,administracion@toursentarapoto.com,www.toursentarapoto.com,"Minorista, Operador Turismo",,,,Díaz Del Aguila Jaime Alberto,-,
20260515,20601641578,Cumorah Travel Agency E.I.R.L.,Cumorah Travel Agency E.I.R.L.,AV.,San Borja,,,,,,80108,CUSCO,CUSCO,WANCHAQ,993486191,,,,,,,,www.cumorahtravel.com,Operador Turismo,,,,Jose Miguel Cavana Luque,-,
20260515,20602868797,Inkas Peru Mistical Hiker E.I.R.L.,Inkas Peru Mistical Hiker E.I.R.L.,PJ.,Urpicha,,502,,,,80106,CUSCO,CUSCO,SANTIAGO,84384500,,,,,,,,www.inkaperumistical.com,Operador Turismo,,,,Johjan Vargas Estrada,-,
20260515,10441990150,"Kempes Cachi, Fiorella",Golden Sanctuary Travel,CLLE,Quera N° 270,,,,,,80101,CUSCO,CUSCO,CUSCO,84267825,,,,,,,goldensanctuarytravel@gmail.com,www.goldensantuarytravels.com,Operador Turismo,,,,Fiorella Kemps Cachi,-,
20260515,20553875243,Samara Tours S.R.L.,Samara Tours,AV.,España,673,,,,,150105,LIMA,LIMA,BREÑA,16284375,,,,,,,samaratours.reservas@gmail.com,,Minorista,,,,Guillermo Jairo Vivar Valenzuela,-,
20260515,10418450997,"Reyna Egoavil, John Harber",Zona Tours,AV.,Heroes De La Fap,,,,,,120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,942748222,,,,,,,,,Mayorista,,,,John Harber Reyna Egoavil,-,
20260515,20603860692,Pura Selva Tours E.I.R.L.,Pura Selva Tours,JR.,Jr. Alegria Arias De Morey N°140,140,,,,,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,996350978,,,,,,,aventurasdelaselva@hotmail.com,www.tarapotopuraselva.com,Operador Turismo,,,,Jhomira Casandra Rojas Linares,-,
20260515,20603352212,Turismo Cusco Maja`S Eirl,Trip Creator Peru,VIA,Av. Collasuyo I-2 Los Incas,,,,,,80101,CUSCO,CUSCO,CUSCO,967741544,,,,,,,turismocuscomajas@gmail.com,,Minorista,,,,Jennifer Miriam Sulca Taboada,-,
20260515,20442161322,Tour Andes S.R.L.,Tour Andes,CLLE,Ecuador L-14 Dep.101 Occhullo Grande Cercado,,,,,,80101,CUSCO,CUSCO,CUSCO,84437588,,,,,,,tourandes@hotmail.com,www.tourandescusco.com,Minorista,,,,Yngemar Atayupanqui Rivera,-,
20260515,20603100213,Inversiones Turisticas Tarapoto S.A.C.,Lucas Tours,JR.,San Martin,923,,,,,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,524895,,,,,,,recepcion@lucarstours.com,www.lucarstours.com,Operador Turismo,,,,Karen Vanessa Hidalgo Gaviria,-,
20260515,20602399754,Overandestravel Eirl,Overandestravel,VIA,.,,,,,,80101,CUSCO,CUSCO,CUSCO,993762135,,,,,,,overandestravel@gmail.com,www.overandestravel.com,Operador Turismo,,,,Cervantes Ayma Miriam,-,
20260515,20609432277,Quick Viajes Y Turismo Sociedad Anonima Cerrada,Quick Viajes Y Turismo Sac,JR.,Combate De Angamos,184,,,,,150140,LIMA,LIMA,SANTIAGO DE SURCO,+51 992912549,,,,,,,mromero@quick.net.pe,www.quick.net.pe,Minorista,,,,Juan Manuel Hidalgo Flores,-,
20260515,20608866800,Moon Dance Travel E.I.R.L.,Moon Dance Travel,CLLE,Queswa,280,,,,,80101,CUSCO,CUSCO,CUSCO,980867218,,,,,,,n.mirandac@hotmail.com,,Operador Turismo,,,,Ninoska Miranda Cervantes,-,
20260515,20601338328,Dt Travel Service S.A.C. - Dt Travel,Dt Travel & Tours,AV.,Arnaldo Marquez,1165,112,,,,150113,LIMA,LIMA,JESÚS MARÍA,930597976,,,,,,,reservas@dt-travelservice.com,www.dt-travelservice.com,Minorista,,,,Diana M. Tenorio Alvarado,-,
20260515,20564108210,Adv Gregori Cusco Peru Sac,Adv Gregory C.P Sac,CLLE,Siete Cuartones,284,3,,,,80101,CUSCO,CUSCO,CUSCO,84228801,,,,,,,reservas@gregorycuscoperu.com,www.gregorycuscoperu.com,Operador Turismo,,,,Maria Felicia Huaillani Surco,-,
20260515,17194830378,Angeles Cruz Saul Teodorico,Servicios Generales Solandino,AV.,Agustin Gamarra,815,,,,,20101,ÁNCASH,HUARAZ,HUARAZ,953691097,,,,,,,angsate@yahoo.com,,Operador Turismo,,,,-,-,
20260515,10296280190,"Gama Acero, Nilo Orlando",Gamma Tours,AV.,Tupac Amaru -  Ubr California,310,,,,,40112,AREQUIPA,AREQUIPA,PAUCARPATA,959372383,,,,,,,nilogama02@hotmail.com,,Operador Turismo,,,,Nilo Orlando Gama Acero,-,
20260515,10427054271,"Bedia Condori, Nico",Contisuyo Trek Perù,CLLE,Tandapata,366,,,,,80101,CUSCO,CUSCO,CUSCO,984021395,,,,,,,,`nic55be@gmail.com,Minorista,,,,Nico Bedia Condori,-,
20260515,20507847626,Ctm Tours S.A.C.,Ctm Tours,CLLE,Moral,227,,,,,40101,AREQUIPA,AREQUIPA,AREQUIPA,2121055,,,,,,,,www.ctmtours.com,Operador Turismo,,,,Jonathan Ruiz,-,
20260515,20603751699,True Peru Expeditions E.I.R.L.,True Peru Expeditions,CLLE,Miraflores A-8,,A-8,,,,80108,CUSCO,CUSCO,WANCHAQ,84207541,,,,,,,trueperuexpeditions@gmail.com,www.trueperuexpeditions.com,Mayorista,,,,-,-,
20260515,20485143166,Cultural Travel E.I.R.L.,Cultura Travel,VIA,Urb. Zaguan Del Cielo K-2,,,,,,80101,CUSCO,CUSCO,CUSCO,9843992323,,,,,,,culturatravelmachupicchu@gmail.com,www.machupicchuperupumey .com,Operador Turismo,,,,Maria Ines Huillca Sama,-,
20260515,20515941852,Chavezmart Tours Sociedad Anonima Cerrada,Cmt Viajes,JR.,Huascar,2086,,,,,150113,LIMA,LIMA,JESÚS MARÍA,997655775,,,,,,,gerencia@cmtviajes.com,www.cmtviajes.com,Minorista,,,,Chavez Hurtado Pablo Antonio,-,
20260515,20607549932,Venso Tours E.I.R.L.,Venso Tours,AV.,Av Comercio M-13 Urb. Huancaro,,M-13,,,,80106,CUSCO,CUSCO,SANTIAGO,958722109,,,,,,,vensotours@gmail.com,www.vensotours.com,Operador Turismo,,,,Christian Fortunato Herrera Cueva,-,
20260515,20606539887,Innova Corporation Group Sociedad Anonima Cerrada,Innova Corporation Group,VIA,City Center Oficina 336,,,,,,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,17688070,,,,,,,administracion@icgviajes.com,www.icgviajes.com,Operador Turismo,,,,Mafalda Pisfil Puma,-,
20260515,10768082559,"Caballero Huamaliano, Larry Edwar",Larry Tours,JR.,Alfonso Ugarte,416,,,,,20101,ÁNCASH,HUARAZ,HUARAZ,947693807,,,,,,,larrytours@hotmail.com,,Operador Turismo,,,,Larry Edmar Caballero,-,
20260515,20341841357,Latam Airlines Perú S.A.,Latam Airlines Peru,AV.,Ferrocarril,1001,MOD. LATAM,,,,120101,JUNÍN,HUANCAYO,HUANCAYO,2138300,,,,,,,smartinez@optimizaperu.pe,www.latam.com,"Mayorista, Minorista",,,,Martin Eduardo Palomino Zapata,-,
20260515,20602744931,Mundo Viajero E.I.R.L,Mundo Viajero,JR.,Rioja,156,,,,,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,932331900,,,,,,,gerenciamundoviajero@gmail.com,www.mundoviajeroperu.com,Minorista,,,,Andrea Pierina Toledo Zlatar,-,
20260515,20602122191,Kantour Travel & Service Sac,Kantour Travel,CLLE,Pumacurco,641,,,,,80101,CUSCO,CUSCO,CUSCO,84776151,,,,,,,kantourtys@gmail.com,www.kantourtravel.com,Operador Turismo,,,,-,-,
20260515,20601752566,Travel & Services Machupicchu Bets Trips E.I.R.L,Travel & Services Machupicchu Bets Trips E.I.R.L,VIA,Urb. Los Alamos D-6,,,,,,80108,CUSCO,CUSCO,WANCHAQ,940431455,,,,,,,machupicchubesttrips@gmail.com,www.machupicchubesttrips.com,Operador Turismo,,,,Jean Carlos Romero Romero,-,
20260515,20604166137,E. Multiservicios Tours Kunturi´S,Agencia De Viajes  Tours Kunturi´S,CLLE,Urb. Bellavista A-2,,,,,,80101,CUSCO,CUSCO,CUSCO,84583389,,,,,,,tours_dazulenias@hotmail.com,www.tours´skunturi´scom,Operador Turismo,,,,Andres Avelino Cazorla Qquellon,-,
20260515,20601127581,Sfarpo S.A.C.,Sfarpo Tours,JR.,Junin,796,,,,,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,992159707,,,,,,,sfarpo.adm@gmail.com,,Operador Turismo,,,,Edison Farfan Villa,-,
20260515,20602268439,Hatun Cusco Viajes S.R.L,Hatun Cusco Viajes,PO.,Comercio,121,,,,,80101,CUSCO,CUSCO,CUSCO,971252535,,,,,,,hatuncuscoviajes@gmail.com,www.hatuncuscoviajes.com,Minorista,,,,Rogelio Accostupa Justiniani,-,
20260515,20603112084,Inversiones Turisticas Rojas S.A.C.,Inversiones Turisticas Rojas S.A.C.,AV.,Jose Antonio De Sucre F-26,,,,,,80106,CUSCO,CUSCO,SANTIAGO,984413253,,,,,,,info@amigosdelmundo.org,,Operador Turismo,,,,Libertad Rojas Perea,-,
20260515,20605591117,Ampato Adventure Sports E.I.R.L,Ampato Adventure Sports,AV.,Siglo Xx,417,,,,,40501,AREQUIPA,CAYLLOMA,CHIVAY,54489156,,,,,,,pedroscolca@hotmail.com,www.ampatocolca.com,Operador Turismo,,,,Pepe Pedro Samayani Picha,-,
20260515,20601564999,Del Solar Travel Agencia De Viajes E.I.R.L.,Del Solar Travel Agencia De Viajes E.I.R.L.,CLLE,Santa Catalina,112,,,,,40101,AREQUIPA,AREQUIPA,AREQUIPA,54398270,,,,,,,delsolartravel@outlook.es,,Operador Turismo,,,,Marite Guadalupe Melo Bellido,-,
20260515,20601236975,Inkamericano Peru Adventurs S.A.C,Inkamericano Peru Adventurs S.A.C,CLLE,Santa Lucia A-13,,,,,,80108,CUSCO,CUSCO,WANCHAQ,984797455,,,,,,,inkamericanoperu@gmail.com,www.inkamericano-peru-adventures.ueniweb.com,Operador Turismo,,,,Mario Cesar Farfan Pumacayo,-,
20260515,20602385265,Inkaland Escapes,Inkaland Escapes,CLLE,Urbanización Los Perales Calle Sawaraura F-7,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,984133571,,,,,,,inkalandescapes@gmail.com,,Operador Turismo,,,,Jackeline Farfan Carrasco,-,
20260515,20601135532,Peru Viajes Y Aventuras Ageencia De Viajes Y Turismo E.I.R.L.,Peru Viajes Y Aventuras,CLLE,Calle Mantas N° 113 Ofic. 107,113,107,,,,80101,CUSCO,CUSCO,CUSCO,974534742,,,,,,,peruviajesyaventura@gmail.com,www.peruviajesyaventuras.com,Operador Turismo,,,,-,-,
20260515,20605163697,New Lifestyle Tour E.I.R.L.,New Lifestyle Tour,AV.,El Sol,226,1,,,,80101,CUSCO,CUSCO,CUSCO,958225077,,,,,,,newtravelagencyperu@gmail.com,www.newtravelagency.net,Minorista,,,,Nidia Haydee Carrasco Garay,-,
20260515,20605330631,Dream Peru Tours S.A.C.,Dream Peru Tours S.A.C.,PJ.,Pasaje Capac Yupanqui G-10 - Apv Wimpillay,,G-10,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,928276841,,,,,,,,www.dreamperutours.com,Operador Turismo,,,,Martha Isabel Calla Champi,-,
20260515,20564151140,Empresa Inversiones Turisticas Y De Servicios Andes S.A.C.,Los Andes Travel,AV.,Urb. Ttio - Av. Jorge Chavez C-3-8,,C-3-8,,,,80108,CUSCO,CUSCO,WANCHAQ,84232038,,,,,,,iinfo@losandesinn.com,www.losandesinn.com,Operador Turismo,,,,Julio Azurin Camara,-,
20260515,20601235375,Arequipa Tours Peru E.I.R.L.,Arequipa Tours Peru,CLLE,Alvarez Thomas,107,OF.1,,,,40101,AREQUIPA,AREQUIPA,AREQUIPA,940187145,,,,,,,tourarequipa-peru@hotmail.com,www.arequipatoursagencia.com,Minorista,,,,Vanessa Raquel Mamani Quispe,-,
20260515,20603030975,Peru Mountain Adventures Srl,Peru Mountain Adventures Srl,CLLE,Urb. Larapa Grande,16,A,,,,80104,CUSCO,CUSCO,SAN JERÓNIMO,984274709,,,,,,,carmenrosa163@gmail.com,,Operador Turismo,,,,Carmen Rosa Huaman Parhuay,-,
20260515,10465044107,"Pais Alor, Susan Melisa",Mountains Tour,AV.,San Jerónimo Mz. A Lte. 7,,,,,,150811,LIMA,HUAURA,SAYAN,2389086,,,,,,,melisajao22@gmail.com,,Operador Turismo,,,,Susan Melisa Pais Alor,-,
20260515,20607391140,Machupicchu Premium Experiences S.A.C,Machupicchu Premium,JR.,Yawar Huacac S/N,,,,,,81304,CUSCO,URUBAMBA,MACHUPICCHU,984182786,,,,,,,info@machupicchu-premium.com,www.machupicchu-premium.com,Operador Turismo,,,,Joel Guzman Oviedo,-,
20260515,20605201564,Luciana Tours E.I.R.L,Blu Sky Travel,JR.,Rioja,137,,,,,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,942451281,,,,,,,noehelia321ok@gmail.com,,Operador Turismo,,,,Escudero Angeles Nohelia,-,
20260515,10419199449,"Torres Arevalo, Tonny Roman",Selva Explorer Tarapoto,JR.,Huallaga,199,,,,,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,942606421,,,,,,,selvaexplorertarapoto@gmail.com,,Operador Turismo,,,,-,-,
20260515,20603129602,Visit Tour Mas Por Descubrir S.A.C.,Visit Tour +,VIA,.-..,,,,,,150103,LIMA,LIMA,ATE,962332960,,,,,,,visitourseirl@gmail.com,,Operador Turismo,,,,Susan Liberato Paucar,-,
20260515,20601763967,Explorenatura E.I.R.L.,Explorenatura,AV.,Cerveceros Av. Emilio Barclay Nª28,,,,,,80108,CUSCO,CUSCO,WANCHAQ,984300023,,,,,,,explorenaturaperu@gmail.com,,Operador Turismo,,,,Luiz Angel Lopez Garrido,-,
20260515,10010927493,"Salas Arevalo, Merlecit",La Ramada Tarapoto,CAR.,Marginal Norte Km 04,,,,,,220910,SAN MARTÍN,SAN MARTÍN,MORALES,970953530,,,,,,,laramada006@gmail.com,,Operador Turismo,,,,Merlecit Salas Arevalo,-,
20260515,20490721801,Magic Experiences S.A.C.,Viatorem - Joinus,JR.,Jr. Progreso P-1  Urb. Progreso,,P-1,,,,80108,CUSCO,CUSCO,WANCHAQ,84403471,,,,,,,administracion@viatorem.com,www.viatorem.com,Operador Turismo,,,,Jesus Robertson Mora Becerra,-,
20260515,20607003255,Urpi Turism Peru S.C.R.L.,Urpi Turism Peru,AV.,General Leonidas Rodriguez Figueroa,122,,,,,80303,CUSCO,ANTA,CACHIMAYO,949733940,,,,,,,urpiturism@gmail.com,www.urpiturism.com,Operador Turismo,,,,Jose Claudio Jaimes Choque,-,
20260515,20601301165,Wanderlust Car S.A.C.,Wanderlust Car,VIA,Torre 8,,306,,,,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,987252185,,,,,,,wanderlustcar@gmail.com,www.wanderlustpassion.com,Minorista,,,,Fernando Flores Guzmán,-,
20260515,20601388104,Viajes C & N Arequipa,Viajes C & N Arequipa,AV.,General Varela,316,,,,,40103,AREQUIPA,AREQUIPA,CAYMA,54659387,,,,,,,reservascn2@gmail.com,www.viajescnarequipa.com,Operador Turismo,,,,Carlos Emilio Aguirre Nuñez,-,
20260515,20606136588,Inversiones Tarvos E.I.R.L,Tarvos Peru Tours,CLLE,San Agustin  Nº224,,,,,,80101,CUSCO,CUSCO,CUSCO,84584532,,,,,,,info@tarvosperutours.com,www.tarvosperutours.com,Operador Turismo,,,,Gorki Borda Luza,-,
20260515,20602924841,Nilo Viajes Tour Operator S.A.C.,Nilo Viajes Perú,JR.,Los Pinos,327,,,,,150110,LIMA,LIMA,COMAS,5425918,,,,,,,gerencia@niloviajesperu.com,www.niloviajesperu.com,Operador Turismo,,,,Pedro Nilo Pajuelo Romero,-,
20260515,20606559560,Hrct Business E.I.R.L,Hrct Business E.I.R.L,BL.,A-3,,DPTO 207,,,,80101,CUSCO,CUSCO,CUSCO,963844360,,,,,,,edson@kindlejourneys.com,www.kindlejourneys,Operador Turismo,,,,Edson Chacon Terrazas,-,
20260515,20605073485,Empresa Turistica Matsigenka S.R.L,Empresa Matsigenka,VIA,Sector Serranuyoc Bajo,,,,,,80902,CUSCO,LA CONVENCIÓN,ECHARATE,982681948,,,,,,,empresamatsigenka@gmail.com,,Operador Turismo,,,,Ana Miluska Fernandez Huesembe,-,
20260515,10441648290,"Alvarez Callañaupa, Mariluz",Do Adventures,CLLE,Albergue S/N,,,,,,81302,CUSCO,URUBAMBA,CHINCHERO,975420073,,,,,,,info@doadventuresperu.com,www.doadventuresperu.com,Operador Turismo,,,,Mariluz Alvarez Callañaupa,-,
20260515,20604197717,Andean Path Travel E.I.R.L.,Andean Path Travel,AV.,Av. Pachacutec N° 402,402,,,,,81304,CUSCO,URUBAMBA,MACHUPICCHU,984107756,,,,,,,,www.andeanpathtravel.com,Operador Turismo,,,,David Herrera Almiron,-,
20260515,20605802622,Unlimited Expedition E.I.R.L.,Unlimited Expedition E.I.R.L.,AV.,Gamarra,699,,,,,20101,ÁNCASH,HUARAZ,HUARAZ,943698431,,,,,,,,www.unlimitedexpedition.com,Operador Turismo,,,,-,-,
20260515,10455371754,"Perez Gutierrez, Yesenia Maricruz",Kinty Trravel Cusco,CLLE,Bernardo Alcedo D-11 Amadeo Repeto,,,,,,80106,CUSCO,CUSCO,SANTIAGO,974335492,,,,,,,reservas@kintytravelcusco.com,www.kintytravelcusco.com.pe,Minorista,,,,-,-,
20260515,20603069308,Cusco Andean Tours E.I.R.L.,Cusco Andean Tours E.I.R.L.,AV.,Machupicchu N° 12 Mza H-1,12,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,991836422,,,,,,,cuscoandeantours@gmail.com,www.cuscoandeantours.com,Operador Turismo,,,,Richard Javier Chuquisaca Huaman,-,
20260515,20604518769,Viaja Ahora Perú E.I.R.L.,-,AV.,Los Heroes,200,112,,,,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,992581848,,,,,,,viajaahoraperu@hotmail.com,www.viajaahoraperu.com,Operador Turismo,,,,Isaac Miguel Garriazo Apaza,-,
20260515,20608170571,Inca Explorer E.I.R.L.,Inca Explorer E.I.R.L.,PZA.,Plazoleta B. Leguia S/N,,2 PISO,,,,80405,CUSCO,CALCA,PISAC,992161613,,,,,,,incaexplorer3@gmail.com,www.incaexplorer3.com,Operador Turismo,,,,Pershi Tupayachi Soria,-,
20260515,20604484881,Coca Travel E.I.R.L.,Coca Travel,CLLE,Calle Almudena N° 964,964,,,,,80106,CUSCO,CUSCO,SANTIAGO,952520431,,,,,,,cocatravel@hotmail.com,,Operador Turismo,,,,Frank Reynaldo Riveros Florez,-,
20260515,20604347301,Infocusco Group S.A.C.,Infocusco,AV.,Av. El Sol N° 948 Int.320,948,320,,,,80101,CUSCO,CUSCO,CUSCO,984940530,,,,,,,,www.infocusco.com.pe,"Minorista, Operador Turismo",,,,Ramiro Ponce De Leon Huaman,-,
20260515,20604498768,Globo Viajes S.A.C.,Globo Viajes,CLLE,Carlos Tenaud,192,404,,,,150140,LIMA,LIMA,SANTIAGO DE SURCO,,,,,,,,,,Operador Turismo,,,,Violeta De Jesus Mori Solsol,-,
20260515,20608692542,Cusco Cat Machupicchu Viajes Y Turismo E.I.R.L,Cusco Cat Machupicchu Viajes Y Turismo E.I.R.L,CLLE,Tandapata 370-A,,,,,,80101,CUSCO,CUSCO,CUSCO,84608029,,,,,,,info@cuscocatmachupicchu.com,www.cuscocatmachupicchu.com,Operador Turismo,,,,Erick Mayer Catunta Chuchullo,-,
20260515,10239503123,"Zapata Chacon, Rolland",Andean Route Explore,PJ.,Inca Garcilaso Urb. Ttio E1-1,,,,,,80108,CUSCO,CUSCO,WANCHAQ,901802426,,,,,,,contacto@andeanrouteexplore.com,www.andeanrouteexplore.com,Minorista,,,,-,-,
20260515,20601660254,Agencia De Viajes Peru Tour Expeditions E.I.R.L.,Peru Tour Expeditions,CLLE,Calle Meloc N°499,499,,,,,80101,CUSCO,CUSCO,CUSCO,084 782346,,,,,,,,www.perutourexpeditions.com,Operador Turismo,,,,Ruben Bautista Franco,-,
20260515,20603497245,Miravan Perú E.I.R.L.,Miravan Perú,AV.,Sergio Bernales,345,1301,,,,150141,LIMA,LIMA,SURQUILLO,+ 51 980673410,,,,,,,miravanperu1@gmail.com,www.miravanperu.com,"Minorista, Operador Turismo",,,,Dolly Evelyn Bracamonte Romero,-,
20260515,20601968275,Grupo Chacon S.A.C.,Phawari Peru,CLLE,Ricardo Palma H-,3,,,,,80104,CUSCO,CUSCO,SAN JERÓNIMO,84,,,,,,,grupochaconpaucar@gmail.com,,Operador Turismo,,,,Flor De Esperanza Chacon Paucar,-,
20260515,20600660331,Tours Señor De Muruhuay Y Servicios Múltiples S. R. L.,Tours Señor De Muruhuay Y Servicios Múltiples S. R. L.,JR.,Angaraez,371,,,,,120101,JUNÍN,HUANCAYO,HUANCAYO,964962441,,,,,,,saccsa-arrieta-jorge@hotmail.com,,Operador Turismo,,,,Saccsa Arrieta Jorge,-,
20260515,20600424590,Ruta Alterna Viajes & Turismo S.R.L.,Ruta Alterna Viajes Y Turismo,CLLE,Francisco Moreno,558,,,,,150141,LIMA,LIMA,SURQUILLO,2423714,,,,,,,info@rutalternaviajes.com,www.rutalternaviajes.com,Operador Turismo,,,,Richard Quispe Montes,-,
20260515,20609237440,Andean History Travel E.I.R.L.,Andean History Travel,VIA,Huancaro,,,,,,80106,CUSCO,CUSCO,SANTIAGO,980731551,,,,,,,info@andeanhistorytravel.com,www.andeanhistorytravel.com,Operador Turismo,,,,Wilson Limpe Quispe,-,
20260515,20601488451,Tucano Corporation S.A.C.,Tucano Corporation,AV.,Las Orquideas,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,261475,,,,,,,cusco@tucanoperu.com,www.tucanoperu.com,Operador Turismo,,,,Napuri Peirano De Wicks Veronica Elsa,-,
20260515,20603587104,Inversiones Turisticas Peruvian Nature Adventures E.I.R.L.,Peruvian Nature Adventures,CLLE,Calle Lloque Yupanqui E1-15 - A.P.V. Lucerina,,E1-15,,,,80104,CUSCO,CUSCO,SAN JERÓNIMO,773765,,,,,,,,www.peruviannatureadventures.com,Operador Turismo,,,,Lori Joan Tribeño Callirgos,-,
20260515,20601837006,Peru Eco Expeditions E.I.R.L.,Peru Eco Expeditions,CLLE,San Judas Chico Ii  D-13,,,,,,80108,CUSCO,CUSCO,WANCHAQ,999663697,,,,,,,info@peruecoexpeditions.com,www.peruecoexpeditions.com,Operador Turismo,,,,Daniel Bustamante Cabrera,-,
20260515,20603008996,Legendary Perú Sociedad Anonima Cerrada  Legendary Perú S.A.C.,Legendary Perú,AV.,28 De julio,660,7,,,,150122,LIMA,LIMA,MIRAFLORES,2428202,,,,,,,legendaryperu@legendaryperu.com.pe,www.legendaryperu.com.pe,Operador Turismo,,,,Claudia Monica Ramirez Ugolotti,-,
